date,state,organization,no_of_phase_one_awards,total_phase_one_obligation,no_of_phase_two_awards,total_phase_two_obligation,total_awards,total_obligation
2017,AL,National Science Foundation,1,239915,0,142624,1,382539
2017,AR,National Science Foundation,0,44958,2,1492992,2,1537950
2017,AZ,National Science Foundation,7,1563685,1,898108,8,2461793
2017,CA,National Science Foundation,84,19071450,23,24487518,107,43558968
2017,CO,National Science Foundation,11,2529993,6,6328126,17,8858119
2017,CT,National Science Foundation,7,1619554,1,1409999,8,3029553
2017,DE,National Science Foundation,1,225000,0,161450,1,386450
2017,FL,National Science Foundation,6,1349825,1,770000,7,2119825
2017,GA,National Science Foundation,2,450000,1,1031974,3,1481974
2017,HI,National Science Foundation,2,449999,0,0,2,449999
2017,IA,National Science Foundation,1,225000,0,0,1,225000
2017,IL,National Science Foundation,11,2398925,6,6598889,17,8997814
2017,IN,National Science Foundation,8,1827061,5,4282469,13,6109530
2017,KS,National Science Foundation,1,225000,0,0,1,225000
2017,KY,National Science Foundation,2,466164,2,2095349,4,2561513
2017,LA,National Science Foundation,2,450000,1,1000000,3,1450000
2017,MA,National Science Foundation,15,3149467,9,9515143,24,12664610
2017,MD,National Science Foundation,4,922222,6,5023557,10,5945779
2017,ME,National Science Foundation,1,225000,0,0,1,225000
2017,MI,National Science Foundation,8,1792010,5,4510994,13,6303004
2017,MN,National Science Foundation,8,1824408,4,2807637,12,4632045
2017,MO,National Science Foundation,6,1350000,0,0,6,1350000
2017,MT,National Science Foundation,1,225000,0,1123137,1,1348137
2017,NC,National Science Foundation,11,2504998,2,3090546,13,5595544
2017,NE,National Science Foundation,0,0,1,1240000,1,1240000
2017,NJ,National Science Foundation,8,1801133,2,2067623,10,3868756
2017,NM,National Science Foundation,0,44999,1,750000,1,794999
2017,NY,National Science Foundation,16,3598723,9,8541683,25,12140406
2017,OH,National Science Foundation,8,1799940,1,1593883,9,3393823
2017,OR,National Science Foundation,6,1349859,3,2393289,9,3743148
2017,PA,National Science Foundation,7,1553087,6,5299862,13,6852949
2017,PR,National Science Foundation,1,225000,0,149999,1,374999
2017,RI,National Science Foundation,2,449967,0,16000,2,465967
2017,SC,National Science Foundation,1,225000,0,572000,1,797000
2017,SD,National Science Foundation,1,225000,0,500000,1,725000
2017,TN,National Science Foundation,3,675000,1,737366,4,1412366
2017,TX,National Science Foundation,9,2021704,8,6890243,17,8911947
2017,UT,National Science Foundation,5,1124504,1,1419666,6,2544170
2017,VA,National Science Foundation,7,1575000,1,1490974,8,3065974
2017,VT,National Science Foundation,1,225000,0,156953,1,381953
2017,WA,National Science Foundation,11,2498623,6,5020413,17,7519036
2017,WI,National Science Foundation,5,1202441,4,3435763,9,4638204
2017,WY,National Science Foundation,2,448934,1,749942,3,1198876
2018,AR,National Science Foundation,1,225000,0,541638,1,766638
2018,AZ,National Science Foundation,5,1120199,4,4094285,9,5214484
2018,CA,National Science Foundation,63,14023413,37,42649990,100,56673403
2018,CO,National Science Foundation,9,2015980,2,4055328,11,6071308
2018,CT,National Science Foundation,5,1123415,0,554873,5,1678288
2018,DC,National Science Foundation,2,449000,0,0,2,449000
2018,DE,National Science Foundation,4,899535,0,647313,4,1546848
2018,FL,National Science Foundation,7,1573040,2,1642914,9,3215954
2018,GA,National Science Foundation,3,674142,1,1609685,4,2283827
2018,HI,National Science Foundation,0,0,1,750000,1,750000
2018,IA,National Science Foundation,2,450000,1,872702,3,1322702
2018,IL,National Science Foundation,10,2244187,5,4571427,15,6815614
2018,IN,National Science Foundation,3,674968,1,1320577,4,1995545
2018,KS,National Science Foundation,2,450000,1,720181,3,1170181
2018,KY,National Science Foundation,3,674999,0,1453537,3,2128536
2018,LA,National Science Foundation,2,450000,2,1652545,4,2102545
2018,MA,National Science Foundation,29,6481177,7,11194119,36,17675296
2018,MD,National Science Foundation,9,2024447,3,3421839,12,5446286
2018,ME,National Science Foundation,1,225000,1,758244,2,983244
2018,MI,National Science Foundation,8,1799879,1,1528024,9,3327903
2018,MN,National Science Foundation,2,449980,1,955495,3,1405475
2018,MO,National Science Foundation,3,674876,1,691183,4,1366059
2018,MT,National Science Foundation,2,450000,1,1265242,3,1715242
2018,NC,National Science Foundation,10,2236175,2,2842511,12,5078686
2018,NH,National Science Foundation,1,224997,0,0,1,224997
2018,NJ,National Science Foundation,6,1350000,1,1052102,7,2402102
2018,NM,National Science Foundation,0,0,1,1208434,1,1208434
2018,NV,National Science Foundation,1,224804,0,0,1,224804
2018,NY,National Science Foundation,20,4496515,5,8423848,25,12920363
2018,OH,National Science Foundation,8,1798754,0,275950,8,2074704
2018,OK,National Science Foundation,1,224988,0,440748,1,665736
2018,OR,National Science Foundation,3,674996,3,2601570,6,3276566
2018,PA,National Science Foundation,10,2245668,3,2991554,13,5237222
2018,PR,National Science Foundation,2,450000,0,526000,2,976000
2018,RI,National Science Foundation,2,450000,0,266000,2,716000
2018,SC,National Science Foundation,1,217730,0,10000,1,227730
2018,TN,National Science Foundation,4,898994,2,2149999,6,3048993
2018,TX,National Science Foundation,21,4714398,1,2716585,22,7430983
2018,UT,National Science Foundation,3,675000,2,2231986,5,2906986
2018,VA,National Science Foundation,5,1124992,4,3555349,9,4680341
2018,VT,National Science Foundation,0,0,1,750000,1,750000
2018,WA,National Science Foundation,15,3374349,7,8476585,22,11850934
2018,WI,National Science Foundation,4,899778,3,2705471,7,3605249
2018,WY,National Science Foundation,0,0,1,739183,1,739183
2019,AL,National Science Foundation,1,250000,0,8000,1,258000
2019,AR,National Science Foundation,4,900000,0,10000,4,910000
2019,AZ,National Science Foundation,6,1348331,1,1196016,7,2544347
2019,CA,National Science Foundation,70,15779399,28,28607223,98,44386622
2019,CO,National Science Foundation,13,2873112,6,6326489,19,9199601
2019,CT,National Science Foundation,1,225000,2,1560494,3,1785494
2019,DC,National Science Foundation,2,449995,0,0,2,449995
2019,DE,National Science Foundation,3,674953,0,0,3,674953
2019,FL,National Science Foundation,13,2949377,6,4995086,19,7944463
2019,GA,National Science Foundation,7,1572622,4,3498594,11,5071216
2019,HI,National Science Foundation,0,0,1,1085986,1,1085986
2019,IA,National Science Foundation,5,1124737,0,147579,5,1272316
2019,IL,National Science Foundation,12,2699138,2,2821254,14,5520392
2019,IN,National Science Foundation,5,1122562,3,2887162,8,4009724
2019,KS,National Science Foundation,1,224814,0,0,1,224814
2019,KY,National Science Foundation,1,224999,0,655097,1,880096
2019,LA,National Science Foundation,3,661834,0,8000,3,669834
2019,MA,National Science Foundation,38,8560433,7,7439122,45,15999555
2019,MD,National Science Foundation,12,2698070,1,2562244,13,5260314
2019,ME,National Science Foundation,1,225000,0,10000,1,235000
2019,MI,National Science Foundation,12,2698503,3,2883389,15,5581892
2019,MN,National Science Foundation,5,1124795,4,3848055,9,4972850
2019,MO,National Science Foundation,4,899647,0,0,4,899647
2019,MT,National Science Foundation,2,449744,1,750000,3,1199744
2019,NC,National Science Foundation,9,2023906,3,2416691,12,4440597
2019,NE,National Science Foundation,1,224999,0,649999,1,874998
2019,NH,National Science Foundation,2,450000,0,0,2,450000
2019,NJ,National Science Foundation,9,2023625,2,1588442,11,3612067
2019,NM,National Science Foundation,3,674028,0,234680,3,908708
2019,NY,National Science Foundation,30,6769269,12,10052954,42,16822223
2019,OH,National Science Foundation,8,1835307,4,3357158,12,5192465
2019,OK,National Science Foundation,1,224925,1,729892,2,954817
2019,OR,National Science Foundation,4,899212,2,2288039,6,3187251
2019,PA,National Science Foundation,14,3148436,4,4435954,18,7584390
2019,PR,National Science Foundation,2,450000,1,1392973,3,1842973
2019,RI,National Science Foundation,1,224997,0,15995,1,240992
